Source,Target,Weight,Airport Code_Source,Airport Code_Target,Airport Name_Source,Airport Name_Target,US/INT_Source,US/Int_Target
246,752,56,BWI,ITH,Baltimore/Washington International Thurgood Marshall Airport,Ithaca Tompkins Regional Airport,True,True
246,759,36691,BWI,JAN,Baltimore/Washington International Thurgood Marshall Airport,Jackson-Medgar Wiley Evers International Airport,True,True
246,760,159676,BWI,JAX,Baltimore/Washington International Thurgood Marshall Airport,Jacksonville International Airport,True,True
246,766,34873,BWI,JFK,Baltimore/Washington International Thurgood Marshall Airport,John F Kennedy International Airport,True,True
246,812,1573,BWI,KIN,Baltimore/Washington International Thurgood Marshall Airport,Norman Manley International Airport,True,False
246,872,145,BWI,LAN,Baltimore/Washington International Thurgood Marshall Airport,Capital City Airport,True,True
246,875,154996,BWI,LAS,Baltimore/Washington International Thurgood Marshall Airport,McCarran International Airport,True,True
246,877,160625,BWI,LAX,Baltimore/Washington International Thurgood Marshall Airport,Los Angeles International Airport,True,True
246,879,832,BWI,LBB,Baltimore/Washington International Thurgood Marshall Airport,Lubbock Preston Smith International Airport,True,True
246,892,237,BWI,LDE,Baltimore/Washington International Thurgood Marshall Airport,Tarbes-Lourdes-Pyrénées Airport,True,False
246,902,129415,BWI,LGA,Baltimore/Washington International Thurgood Marshall Airport,La Guardia Airport,True,True
246,910,47809,BWI,LHR,Baltimore/Washington International Thurgood Marshall Airport,London Heathrow Airport,True,False
246,911,154,BWI,LIH,Baltimore/Washington International Thurgood Marshall Airport,Lihue Airport,True,True
246,918,24425,BWI,LIT,Baltimore/Washington International Thurgood Marshall Airport,Bill & Hillary Clinton National Airport/Adams Field,True,True
246,927,5441,BWI,LNS,Baltimore/Washington International Thurgood Marshall Airport,Lancaster Airport,True,True
246,930,2212,BWI,LOS,Baltimore/Washington International Thurgood Marshall Airport,Murtala Muhammed International Airport,True,False
246,964,291,BWI,MAF,Baltimore/Washington International Thurgood Marshall Airport,Midland International Airport,True,True
246,970,45349,BWI,MBJ,Baltimore/Washington International Thurgood Marshall Airport,Sangster International Airport,True,False
246,978,96186,BWI,MCI,Baltimore/Washington International Thurgood Marshall Airport,Kansas City International Airport,True,True
246,982,477121,BWI,MCO,Baltimore/Washington International Thurgood Marshall Airport,Orlando International Airport,True,True
246,989,231360,BWI,MDW,Baltimore/Washington International Thurgood Marshall Airport,Chicago Midway International Airport,True,True
246,994,62375,BWI,MEM,Baltimore/Washington International Thurgood Marshall Airport,Memphis International Airport,True,True
246,997,225,BWI,MEX,Baltimore/Washington International Thurgood Marshall Airport,Licenciado Benito Juarez International Airport,True,False
246,998,115,BWI,MFE,Baltimore/Washington International Thurgood Marshall Airport,Mc Allen Miller International Airport,True,True
246,1011,262720,BWI,MHT,Baltimore/Washington International Thurgood Marshall Airport,Manchester-Boston Regional Airport,True,True
246,1016,118751,BWI,MIA,Baltimore/Washington International Thurgood Marshall Airport,Miami International Airport,True,True
246,1021,48,BWI,MKC,Baltimore/Washington International Thurgood Marshall Airport,Charles B. Wheeler Downtown Airport,True,True
246,1022,139256,BWI,MKE,Baltimore/Washington International Thurgood Marshall Airport,General Mitchell International Airport,True,True
246,1027,58,BWI,MLB,Baltimore/Washington International Thurgood Marshall Airport,Melbourne International Airport,True,True
246,1033,130,BWI,MLU,Baltimore/Washington International Thurgood Marshall Airport,Monroe Regional Airport,True,True
246,1058,6,BWI,MRK,Baltimore/Washington International Thurgood Marshall Airport,Marco Island Executive Airport,True,True
246,1066,572,BWI,MSN,Baltimore/Washington International Thurgood Marshall Airport,Dane County Regional Truax Field,True,True
246,1068,143070,BWI,MSP,Baltimore/Washington International Thurgood Marshall Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
246,1072,120691,BWI,MSY,Baltimore/Washington International Thurgood Marshall Airport,Louis Armstrong New Orleans International Airport,True,True
246,1081,34,BWI,MTY,Baltimore/Washington International Thurgood Marshall Airport,General Mariano Escobedo International Airport,True,False
246,1101,245,BWI,MYR,Baltimore/Washington International Thurgood Marshall Airport,Myrtle Beach International Airport,True,True
246,1109,13557,BWI,NAS,Baltimore/Washington International Thurgood Marshall Airport,Lynden Pindling International Airport,True,False
246,1162,13922,BWI,OAK,Baltimore/Washington International Thurgood Marshall Airport,Metropolitan Oakland International Airport,True,True
246,1166,172,BWI,OCF,Baltimore/Washington International Thurgood Marshall Airport,Ocala International Airport - Jim Taylor Field,True,True
246,1176,36828,BWI,OKC,Baltimore/Washington International Thurgood Marshall Airport,Will Rogers World Airport,True,True
246,1185,809,BWI,OMA,Baltimore/Washington International Thurgood Marshall Airport,Eppley Airfield,True,True
246,1189,2559,BWI,ONT,Baltimore/Washington International Thurgood Marshall Airport,Ontario International Airport,True,True
246,1200,309151,BWI,ORD,Baltimore/Washington International Thurgood Marshall Airport,Chicago O'Hare International Airport,True,True
246,1201,129264,BWI,ORF,Baltimore/Washington International Thurgood Marshall Airport,Norfolk International Airport,True,True
246,1231,118123,BWI,PBI,Baltimore/Washington International Thurgood Marshall Airport,Palm Beach International Airport,True,True
246,1240,6596,BWI,PDX,Baltimore/Washington International Thurgood Marshall Airport,Portland International Airport,True,True
246,1250,125,BWI,PGV,Baltimore/Washington International Thurgood Marshall Airport,Pitt Greenville Airport,True,True
246,1252,134032,BWI,PHL,Baltimore/Washington International Thurgood Marshall Airport,Philadelphia International Airport,True,True
246,1255,213043,BWI,PHX,Baltimore/Washington International Thurgood Marshall Airport,Phoenix Sky Harbor International Airport,True,True
246,1258,113,BWI,PIE,Baltimore/Washington International Thurgood Marshall Airport,St Petersburg Clearwater International Airport,True,True
246,1264,95283,BWI,PIT,Baltimore/Washington International Thurgood Marshall Airport,Pittsburgh International Airport,True,True
246,1269,2,BWI,PLN,Baltimore/Washington International Thurgood Marshall Airport,Pellston Regional Airport of Emmet County Airport,True,True
246,1277,393,BWI,PNS,Baltimore/Washington International Thurgood Marshall Airport,Pensacola Regional Airport,True,True
246,1308,56,BWI,PTK,Baltimore/Washington International Thurgood Marshall Airport,Oakland County International Airport,True,True
246,1312,309,BWI,PTY,Baltimore/Washington International Thurgood Marshall Airport,Tocumen International Airport,True,False
246,1316,8857,BWI,PUJ,Baltimore/Washington International Thurgood Marshall Airport,Punta Cana International Airport,True,False
246,1320,286756,BWI,PVD,Baltimore/Washington International Thurgood Marshall Airport,Theodore Francis Green State Airport,True,True
246,1322,165,BWI,PVR,Baltimore/Washington International Thurgood Marshall Airport,Licenciado Gustavo Díaz Ordaz International Airport,True,False
246,1328,83975,BWI,PWM,Baltimore/Washington International Thurgood Marshall Airport,Portland International Jetport Airport,True,True
246,1339,79,BWI,RAP,Baltimore/Washington International Thurgood Marshall Airport,Rapid City Regional Airport,True,True
246,1353,186823,BWI,RDU,Baltimore/Washington International Thurgood Marshall Airport,Raleigh Durham International Airport,True,True
246,1372,10137,BWI,RNO,Baltimore/Washington International Thurgood Marshall Airport,Reno Tahoe International Airport,True,True
246,1374,151,BWI,ROA,Baltimore/Washington International Thurgood Marshall Airport,Roanoke–Blacksburg Regional Airport,True,True
246,1376,78212,BWI,ROC,Baltimore/Washington International Thurgood Marshall Airport,Greater Rochester International Airport,True,True
246,1391,127243,BWI,RSW,Baltimore/Washington International Thurgood Marshall Airport,Southwest Florida International Airport,True,True
246,1403,89929,BWI,SAN,Baltimore/Washington International Thurgood Marshall Airport,San Diego International Airport,True,True
246,1405,105914,BWI,SAT,Baltimore/Washington International Thurgood Marshall Airport,San Antonio International Airport,True,True
246,1406,3,BWI,SAV,Baltimore/Washington International Thurgood Marshall Airport,Savannah Hilton Head International Airport,True,True
246,1411,29,BWI,SBN,Baltimore/Washington International Thurgood Marshall Airport,South Bend Regional Airport,True,True
246,1417,118,BWI,SCE,Baltimore/Washington International Thurgood Marshall Airport,University Park Airport,True,True
246,1426,110899,BWI,SDF,Baltimore/Washington International Thurgood Marshall Airport,Louisville International Standiford Field,True,True
246,1430,911,BWI,SDQ,Baltimore/Washington International Thurgood Marshall Airport,Las Américas International Airport,True,False
246,1433,51243,BWI,SEA,Baltimore/Washington International Thurgood Marshall Airport,Seattle Tacoma International Airport,True,True
246,1437,50170,BWI,SFO,Baltimore/Washington International Thurgood Marshall Airport,San Francisco International Airport,True,True
246,1456,5062,BWI,SJC,Baltimore/Washington International Thurgood Marshall Airport,Norman Y. Mineta San Jose International Airport,True,True
246,1462,77292,BWI,SJU,Baltimore/Washington International Thurgood Marshall Airport,Luis Munoz Marin International Airport,True,False
246,1463,132,BWI,SKB,Baltimore/Washington International Thurgood Marshall Airport,Robert L. Bradshaw International Airport,True,False
246,1470,129217,BWI,SLC,Baltimore/Washington International Thurgood Marshall Airport,Salt Lake City International Airport,True,True
246,1480,6673,BWI,SMF,Baltimore/Washington International Thurgood Marshall Airport,Sacramento International Airport,True,True
246,1485,3439,BWI,SNA,Baltimore/Washington International Thurgood Marshall Airport,John Wayne Airport-Orange County Airport,True,True
246,1504,23686,BWI,SRQ,Baltimore/Washington International Thurgood Marshall Airport,Sarasota Bradenton International Airport,True,True
246,1517,161998,BWI,STL,Baltimore/Washington International Thurgood Marshall Airport,St Louis Lambert International Airport,True,True
246,1522,131,BWI,STT,Baltimore/Washington International Thurgood Marshall Airport,Cyril E. King Airport,True,False
246,1540,34,BWI,SWF,Baltimore/Washington International Thurgood Marshall Airport,Stewart International Airport,True,True
246,1543,18,BWI,SXM,Baltimore/Washington International Thurgood Marshall Airport,Princess Juliana International Airport,True,False
246,1549,131,BWI,SYR,Baltimore/Washington International Thurgood Marshall Airport,Syracuse Hancock International Airport,True,True
246,1567,346,BWI,TCL,Baltimore/Washington International Thurgood Marshall Airport,Tuscaloosa Regional Airport,True,True
246,1596,262,BWI,TLH,Baltimore/Washington International Thurgood Marshall Airport,Tallahassee Regional Airport,True,True
246,1611,50,BWI,TOL,Baltimore/Washington International Thurgood Marshall Airport,Toledo Express Airport,True,True
246,1613,303273,BWI,TPA,Baltimore/Washington International Thurgood Marshall Airport,Tampa International Airport,True,True
246,1628,121,BWI,TUL,Baltimore/Washington International Thurgood Marshall Airport,Tulsa International Airport,True,True
246,1630,3717,BWI,TUS,Baltimore/Washington International Thurgood Marshall Airport,Tucson International Airport,True,True
246,1664,650,BWI,UTM,Baltimore/Washington International Thurgood Marshall Airport,Tunica Municipal Airport,True,True
246,1752,46,BWI,XNA,Baltimore/Washington International Thurgood Marshall Airport,Northwest Arkansas Regional Airport,True,True
246,1837,32451,BWI,YYZ,Baltimore/Washington International Thurgood Marshall Airport,Lester B. Pearson International Airport,True,False
246,1843,2,BWI,ZIH,Baltimore/Washington International Thurgood Marshall Airport,Ixtapa Zihuatanejo International Airport,True,False
250,114,18198,BZE,ATL,Philip S. W. Goldson International Airport,Hartsfield Jackson Atlanta International Airport,False,True
250,224,9,BZE,BRO,Philip S. W. Goldson International Airport,Brownsville South Padre Island International Airport,False,True
250,317,7584,BZE,CLT,Philip S. W. Goldson International Airport,Charlotte Douglas International Airport,False,True
250,391,27665,BZE,DFW,Philip S. W. Goldson International Airport,Dallas Fort Worth International Airport,False,True
250,500,3023,BZE,EWR,Philip S. W. Goldson International Airport,Newark Liberty International Airport,False,True
250,711,65225,BZE,IAH,Philip S. W. Goldson International Airport,George Bush Intercontinental Houston Airport,False,True
250,877,975,BZE,LAX,Philip S. W. Goldson International Airport,Los Angeles International Airport,False,True
250,1016,62790,BZE,MIA,Philip S. W. Goldson International Airport,Miami International Airport,False,True
250,1068,130,BZE,MSP,Philip S. W. Goldson International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,False,True
250,1302,74,BZE,PSM,Philip S. W. Goldson International Airport,Portsmouth International at Pease Airport,False,True
251,114,7772,BZN,ATL,Gallatin Field,Hartsfield Jackson Atlanta International Airport,True,True
251,123,42,BZN,AUS,Gallatin Field,Austin Bergstrom International Airport,True,True
251,133,1931,BZN,AZA,Gallatin Field,Phoenix-Mesa-Gateway Airport,True,True
251,145,5,BZN,BDL,Gallatin Field,Bradley International Airport,True,True
251,206,5,BZN,BNA,Gallatin Field,Nashville International Airport,True,True
251,215,129,BZN,BOS,Gallatin Field,General Edward Lawrence Logan International Airport,True,True
251,246,27,BZN,BWI,Gallatin Field,Baltimore/Washington International Thurgood Marshall Airport,True,True
251,334,76,BZN,COS,Gallatin Field,City of Colorado Springs Municipal Airport,True,True
251,389,117043,BZN,DEN,Gallatin Field,Denver International Airport,True,True
251,403,2,BZN,DLH,Gallatin Field,Duluth International Airport,True,True
251,432,98,BZN,DSM,Gallatin Field,Des Moines International Airport,True,True
251,435,1897,BZN,DTW,Gallatin Field,Detroit Metropolitan Wayne County Airport,True,True
251,500,365,BZN,EWR,Gallatin Field,Newark Liberty International Airport,True,True
251,506,220,BZN,FAR,Gallatin Field,Hector International Airport,True,True
251,525,118,BZN,FLG,Gallatin Field,Flagstaff Pulliam Airport,True,True
251,532,69,BZN,FNL,Gallatin Field,Northern Colorado Regional Airport,True,True
251,548,32,BZN,FSD,Gallatin Field,Joe Foss Field Airport,True,True
251,595,2,BZN,GJT,Gallatin Field,Grand Junction Regional Airport,True,True
251,613,5,BZN,GRR,Gallatin Field,Gerald R. Ford International Airport,True,True
251,622,213,BZN,GTF,Gallatin Field,Great Falls International Airport,True,True
251,709,147,BZN,IAD,Gallatin Field,Washington Dulles International Airport,True,True
251,711,13,BZN,IAH,Gallatin Field,George Bush Intercontinental Houston Airport,True,True
251,760,2,BZN,JAX,Gallatin Field,Jacksonville International Airport,True,True
251,875,13590,BZN,LAS,Gallatin Field,McCarran International Airport,True,True
251,877,2312,BZN,LAX,Gallatin Field,Los Angeles International Airport,True,True
251,902,19,BZN,LGA,Gallatin Field,La Guardia Airport,True,True
251,903,8,BZN,LGB,Gallatin Field,Long Beach /Daugherty Field/ Airport,True,True
251,978,2,BZN,MCI,Gallatin Field,Kansas City International Airport,True,True
251,982,107,BZN,MCO,Gallatin Field,Orlando International Airport,True,True
251,1022,16,BZN,MKE,Gallatin Field,General Mitchell International Airport,True,True
251,1068,72501,BZN,MSP,Gallatin Field,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
251,1176,1,BZN,OKC,Gallatin Field,Will Rogers World Airport,True,True
251,1189,21,BZN,ONT,Gallatin Field,Ontario International Airport,True,True
